Time,Outer_Coil_Voltage,Outer_Coil_STDV,Inner_Coil_Voltage,Inner_Coil_STDV
7.175500E+1,1.267502E+0,NaN,-9.535000E-6,NaN
7.262600E+1,1.241308E+0,NaN,-8.877000E-6,NaN
7.349700E+1,1.215160E+0,NaN,-7.613000E-6,NaN
7.436900E+1,1.189045E+0,NaN,-6.454000E-6,NaN
7.524000E+1,1.162958E+0,NaN,-4.992000E-6,NaN
7.611100E+1,1.136893E+0,NaN,-3.781000E-6,NaN
7.698300E+1,1.110862E+0,NaN,-2.914000E-6,NaN
7.785400E+1,1.084851E+0,NaN,-1.598000E-6,NaN
7.872600E+1,1.058860E+0,NaN,-4.180000E-7,NaN
7.959800E+1,1.032886E+0,NaN,1.399000E-6,NaN
8.047000E+1,1.006962E+0,NaN,2.956000E-6,NaN
8.134100E+1,9.795677E-1,NaN,3.927000E-6,NaN
8.225900E+1,9.536634E-1,NaN,3.989000E-6,NaN
8.313000E+1,9.277696E-1,NaN,5.159000E-6,NaN
8.400200E+1,9.019001E-1,NaN,5.723000E-6,NaN
8.487300E+1,8.760397E-1,NaN,6.757000E-6,NaN
8.574400E+1,8.501908E-1,NaN,6.924000E-6,NaN
8.661500E+1,8.243585E-1,NaN,7.018000E-6,NaN
8.748600E+1,7.985292E-1,NaN,7.039000E-6,NaN
8.835700E+1,7.727088E-1,NaN,7.227000E-6,NaN
8.922900E+1,7.469012E-1,NaN,7.645000E-6,NaN
9.010000E+1,7.211071E-1,NaN,6.475000E-6,NaN
9.097100E+1,6.953274E-1,NaN,7.728000E-6,NaN
9.184200E+1,6.695555E-1,NaN,5.754000E-6,NaN
9.271300E+1,6.437880E-1,NaN,7.457000E-6,NaN
9.358500E+1,6.180371E-1,NaN,6.903000E-6,NaN
9.445600E+1,5.922852E-1,NaN,5.796000E-6,NaN
9.532700E+1,5.665488E-1,NaN,5.441000E-6,NaN
9.619900E+1,5.408160E-1,NaN,8.156000E-6,NaN
9.707100E+1,5.150918E-1,NaN,4.835000E-6,NaN
9.794200E+1,4.893833E-1,NaN,5.368000E-6,NaN
9.881300E+1,4.636685E-1,NaN,3.175000E-6,NaN
9.968500E+1,4.379665E-1,NaN,2.360000E-6,NaN
1.005560E+2,4.122764E-1,NaN,6.245000E-6,NaN
1.014270E+2,3.865999E-1,NaN,-1.150000E-7,NaN
1.022990E+2,3.609201E-1,NaN,1.671000E-6,NaN
1.031700E+2,3.352575E-1,NaN,3.175000E-6,NaN
1.040410E+2,3.095989E-1,NaN,3.593000E-6,NaN
1.049130E+2,2.839520E-1,NaN,1.828000E-6,NaN
1.057840E+2,2.583226E-1,NaN,8.950000E-6,NaN
1.066550E+2,2.326942E-1,NaN,2.433000E-6,NaN
1.075260E+2,2.070816E-1,NaN,5.723000E-6,NaN
1.083970E+2,1.814807E-1,NaN,3.467000E-6,NaN
1.092680E+2,1.558811E-1,NaN,4.200000E-8,NaN
1.101390E+2,1.302907E-1,NaN,1.780000E-7,NaN
1.110110E+2,1.047094E-1,NaN,-1.040000E-7,NaN
1.118820E+2,5.722538E-2,NaN,1.514000E-6,NaN
1.128190E+2,3.741850E-2,NaN,2.882000E-6,NaN
1.136900E+2,1.877233E-2,NaN,2.893000E-6,NaN
1.145630E+2,2.694170E-5,NaN,-9.274000E-6,NaN
1.154810E+2,-2.638012E-4,NaN,-9.316000E-6,NaN
1.163520E+2,-3.100676E-4,NaN,-9.295000E-6,NaN
1.172260E+2,-3.132077E-4,NaN,-9.535000E-6,NaN
1.181010E+2,-3.179385E-4,NaN,-9.504000E-6,NaN
1.189720E+2,-3.213173E-4,NaN,-9.598000E-6,NaN
1.198440E+2,-3.241363E-4,NaN,-9.577000E-6,NaN
1.207150E+2,-3.264062E-4,NaN,-9.274000E-6,NaN
1.215860E+2,-3.279947E-4,NaN,-9.796000E-6,NaN
1.224570E+2,-3.296678E-4,NaN,-9.420000E-6,NaN
1.233290E+2,-3.310806E-4,NaN,-9.441000E-6,NaN
1.242000E+2,-3.321287E-4,NaN,-9.504000E-6,NaN
1.250710E+2,-3.331964E-4,NaN,-9.535000E-6,NaN
1.259420E+2,-3.339190E-4,NaN,-9.765000E-6,NaN
1.268140E+2,-3.347849E-4,NaN,-9.201000E-6,NaN
