Time,Outer_Coil_Voltage,Outer_Coil_STDV,Inner_Coil_Voltage,Inner_Coil_STDV
6.027800E+1,1.456317E+0,NaN,-9.869000E-6,NaN
6.115000E+1,1.456336E+0,NaN,-1.020300E-5,NaN
6.202100E+1,1.456340E+0,NaN,-1.008900E-5,NaN
6.289300E+1,1.456320E+0,NaN,-9.963000E-6,NaN
6.376400E+1,1.456321E+0,NaN,-9.880000E-6,NaN
6.463500E+1,1.456350E+0,NaN,-1.028700E-5,NaN
6.550700E+1,1.456351E+0,NaN,-1.024500E-5,NaN
6.637800E+1,1.456342E+0,NaN,-1.047500E-5,NaN
6.724900E+1,1.456320E+0,NaN,-9.817000E-6,NaN
6.812100E+1,1.456318E+0,NaN,-1.075700E-5,NaN
6.899200E+1,1.456321E+0,NaN,-1.023500E-5,NaN
6.986300E+1,1.456309E+0,NaN,-1.010900E-5,NaN
7.073500E+1,1.456318E+0,NaN,-1.013000E-5,NaN
7.160600E+1,1.456312E+0,NaN,-1.033900E-5,NaN
7.247700E+1,1.456293E+0,NaN,-1.033900E-5,NaN
7.334900E+1,1.456272E+0,NaN,-1.030800E-5,NaN
7.422000E+1,1.456202E+0,NaN,-1.005700E-5,NaN
7.509200E+1,1.456201E+0,NaN,-1.016200E-5,NaN
7.596300E+1,1.456175E+0,NaN,-1.010900E-5,NaN
7.683400E+1,1.456146E+0,NaN,-1.026600E-5,NaN
7.770600E+1,1.456142E+0,NaN,-1.048500E-5,NaN
7.857700E+1,1.456147E+0,NaN,-1.033900E-5,NaN
7.944800E+1,1.456100E+0,NaN,-1.004700E-5,NaN
8.031900E+1,1.456091E+0,NaN,-1.043300E-5,NaN
8.119100E+1,1.456095E+0,NaN,-1.025600E-5,NaN
8.206200E+1,1.456092E+0,NaN,-1.013000E-5,NaN
8.293300E+1,1.456059E+0,NaN,-9.974000E-6,NaN
8.380500E+1,1.456053E+0,NaN,-1.043300E-5,NaN
8.467600E+1,1.455986E+0,NaN,-1.000500E-5,NaN
8.554700E+1,1.455969E+0,NaN,-1.043300E-5,NaN
8.641900E+1,1.455971E+0,NaN,2.987000E-6,NaN
8.729000E+1,1.434229E+0,NaN,-8.094000E-6,NaN
8.816100E+1,1.407655E+0,NaN,-1.277300E-5,NaN
8.903300E+1,1.381247E+0,NaN,-1.440200E-5,NaN
8.990400E+1,1.354937E+0,NaN,-1.526900E-5,NaN
9.077600E+1,1.328698E+0,NaN,-1.521600E-5,NaN
9.164700E+1,1.302534E+0,NaN,-1.501800E-5,NaN
9.252000E+1,1.276425E+0,NaN,-1.473600E-5,NaN
9.339100E+1,1.250359E+0,NaN,-1.403600E-5,NaN
9.426200E+1,1.224329E+0,NaN,-1.309600E-5,NaN
9.513400E+1,1.198342E+0,NaN,-1.269900E-5,NaN
9.600500E+1,1.172383E+0,NaN,-1.162400E-5,NaN
9.687600E+1,1.146453E+0,NaN,-1.026600E-5,NaN
9.774800E+1,1.120552E+0,NaN,-9.232000E-6,NaN
9.861900E+1,1.094669E+0,NaN,-7.937000E-6,NaN
9.949100E+1,1.068809E+0,NaN,-5.953000E-6,NaN
1.003620E+2,1.042971E+0,NaN,-4.950000E-6,NaN
1.012330E+2,1.017148E+0,NaN,-3.519000E-6,NaN
1.021050E+2,9.898952E-1,NaN,-1.859000E-6,NaN
1.030230E+2,9.641214E-1,NaN,-2.400000E-7,NaN
1.038940E+2,9.383376E-1,NaN,1.180000E-6,NaN
1.047660E+2,9.125661E-1,NaN,2.057000E-6,NaN
1.056370E+2,8.868090E-1,NaN,2.674000E-6,NaN
1.065090E+2,8.610807E-1,NaN,3.499000E-6,NaN
1.073800E+2,8.353704E-1,NaN,4.480000E-6,NaN
1.082510E+2,8.096578E-1,NaN,5.347000E-6,NaN
1.091230E+2,7.839576E-1,NaN,5.013000E-6,NaN
1.099950E+2,7.582782E-1,NaN,5.504000E-6,NaN
1.108660E+2,7.325934E-1,NaN,5.347000E-6,NaN
1.117370E+2,7.069128E-1,NaN,5.577000E-6,NaN
1.126090E+2,6.812459E-1,NaN,5.452000E-6,NaN
1.134800E+2,6.555930E-1,NaN,5.546000E-6,NaN
1.143510E+2,6.299538E-1,NaN,5.190000E-6,NaN
1.152220E+2,6.043260E-1,NaN,2.862000E-6,NaN
1.160940E+2,5.787021E-1,NaN,5.055000E-6,NaN
1.169650E+2,5.530795E-1,NaN,5.525000E-6,NaN
1.178370E+2,5.274592E-1,NaN,2.966000E-6,NaN
1.187080E+2,5.018584E-1,NaN,4.177000E-6,NaN
1.195790E+2,4.762634E-1,NaN,3.645000E-6,NaN
1.204500E+2,4.506781E-1,NaN,5.096000E-6,NaN
1.213220E+2,4.250951E-1,NaN,8.770000E-7,NaN
1.221930E+2,3.995249E-1,NaN,1.995000E-6,NaN
1.230640E+2,3.739634E-1,NaN,1.483000E-6,NaN
1.239350E+2,3.484088E-1,NaN,4.063000E-6,NaN
1.248060E+2,3.228577E-1,NaN,2.580000E-6,NaN
1.256780E+2,2.973188E-1,NaN,4.480000E-6,NaN
1.265490E+2,2.717884E-1,NaN,-8.880000E-7,NaN
1.274210E+2,2.462645E-1,NaN,2.298000E-6,NaN
1.282920E+2,2.207379E-1,NaN,1.431000E-6,NaN
1.291630E+2,1.952149E-1,NaN,2.256000E-6,NaN
1.300350E+2,1.697058E-1,NaN,4.835000E-6,NaN
1.309060E+2,1.442120E-1,NaN,-1.222000E-6,NaN
1.317770E+2,1.187224E-1,NaN,1.013000E-6,NaN
1.326480E+2,6.776464E-2,NaN,-4.720000E-6,NaN
1.335850E+2,4.779925E-2,NaN,2.110000E-6,NaN
1.344570E+2,2.920916E-2,NaN,-1.159000E-6,NaN
1.353280E+2,7.071823E-3,NaN,-1.156100E-5,NaN
1.363660E+2,-2.354771E-4,NaN,-1.053800E-5,NaN
1.372380E+2,-2.943669E-4,NaN,-1.076700E-5,NaN
1.381090E+2,-3.052152E-4,NaN,-1.051700E-5,NaN
1.389810E+2,-3.106578E-4,NaN,-1.061100E-5,NaN
1.398520E+2,-3.147897E-4,NaN,-1.044400E-5,NaN
1.407240E+2,-3.176846E-4,NaN,-1.068400E-5,NaN
1.415950E+2,-3.203929E-4,NaN,-1.065200E-5,NaN
1.424670E+2,-3.223199E-4,NaN,-1.089300E-5,NaN
1.433380E+2,-3.240212E-4,NaN,-1.050600E-5,NaN
1.442090E+2,-3.256401E-4,NaN,-1.121600E-5,NaN
1.450820E+2,-3.267816E-4,NaN,-1.053800E-5,NaN
1.459530E+2,-3.277451E-4,NaN,-1.086100E-5,NaN
1.468240E+2,-3.288258E-4,NaN,-1.062100E-5,NaN
