Time,Outer_Coil_Voltage,Outer_Coil_STDV,Inner_Coil_Voltage,Inner_Coil_STDV
9.088400E+1,1.259297E+0,NaN,-1.308600E-5,NaN
9.175500E+1,1.233203E+0,NaN,-1.198900E-5,NaN
9.262700E+1,1.207146E+0,NaN,-1.107000E-5,NaN
9.349800E+1,1.181124E+0,NaN,-9.598000E-6,NaN
9.436900E+1,1.155135E+0,NaN,-8.480000E-6,NaN
9.524000E+1,1.129172E+0,NaN,-7.311000E-6,NaN
9.611100E+1,1.103238E+0,NaN,-6.078000E-6,NaN
9.698300E+1,1.077319E+0,NaN,-4.647000E-6,NaN
9.785400E+1,1.051428E+0,NaN,-3.290000E-6,NaN
9.872600E+1,1.025554E+0,NaN,-1.890000E-6,NaN
9.959700E+1,9.958780E-1,NaN,4.070000E-7,NaN
1.005950E+2,9.700446E-1,NaN,9.610000E-7,NaN
1.014660E+2,9.442247E-1,NaN,2.193000E-6,NaN
1.023370E+2,9.184094E-1,NaN,2.486000E-6,NaN
1.032090E+2,8.926150E-1,NaN,3.551000E-6,NaN
1.040800E+2,8.668340E-1,NaN,4.407000E-6,NaN
1.049510E+2,8.410715E-1,NaN,5.149000E-6,NaN
1.058220E+2,8.153198E-1,NaN,5.378000E-6,NaN
1.066930E+2,7.895704E-1,NaN,4.731000E-6,NaN
1.075640E+2,7.638309E-1,NaN,4.898000E-6,NaN
1.084360E+2,7.381026E-1,NaN,5.441000E-6,NaN
1.093070E+2,7.123900E-1,NaN,5.598000E-6,NaN
1.101790E+2,6.866783E-1,NaN,5.170000E-6,NaN
1.110500E+2,6.609761E-1,NaN,5.723000E-6,NaN
1.119210E+2,6.352842E-1,NaN,4.021000E-6,NaN
1.127920E+2,6.095940E-1,NaN,5.096000E-6,NaN
1.136640E+2,5.839131E-1,NaN,3.927000E-6,NaN
1.145350E+2,5.582423E-1,NaN,5.232000E-6,NaN
1.154060E+2,5.325767E-1,NaN,5.848000E-6,NaN
1.162780E+2,5.069235E-1,NaN,1.744000E-6,NaN
1.171490E+2,4.812706E-1,NaN,2.454000E-6,NaN
1.180200E+2,4.556265E-1,NaN,4.345000E-6,NaN
1.188920E+2,4.299903E-1,NaN,4.606000E-6,NaN
1.197630E+2,4.043749E-1,NaN,3.196000E-6,NaN
1.206340E+2,3.787576E-1,NaN,5.740000E-7,NaN
1.215050E+2,3.531504E-1,NaN,-3.164000E-6,NaN
1.223770E+2,3.275513E-1,NaN,5.243000E-6,NaN
1.232480E+2,3.019538E-1,NaN,3.739000E-6,NaN
1.241190E+2,2.763692E-1,NaN,-1.974000E-6,NaN
1.249900E+2,2.507892E-1,NaN,-7.310000E-7,NaN
1.258630E+2,2.252154E-1,NaN,7.940000E-7,NaN
1.267340E+2,1.996603E-1,NaN,-1.922000E-6,NaN
1.276050E+2,1.741049E-1,NaN,9.090000E-7,NaN
1.284770E+2,1.485632E-1,NaN,-2.350000E-6,NaN
1.293480E+2,1.230366E-1,NaN,-3.948000E-6,NaN
1.302190E+2,7.051331E-2,NaN,2.715000E-6,NaN
1.311750E+2,5.046346E-2,NaN,1.723000E-6,NaN
1.320460E+2,3.185013E-2,NaN,-7.749000E-6,NaN
1.329170E+2,1.324264E-2,NaN,-2.100000E-8,NaN
1.337890E+2,-2.224587E-4,NaN,-1.075700E-5,NaN
1.347270E+2,-2.836185E-4,NaN,-1.051700E-5,NaN
1.355980E+2,-3.054887E-4,NaN,-1.092400E-5,NaN
1.364700E+2,-3.112980E-4,NaN,-1.086100E-5,NaN
1.373410E+2,-3.154971E-4,NaN,-1.064200E-5,NaN
1.382130E+2,-3.190083E-4,NaN,-1.089300E-5,NaN
1.390850E+2,-3.214258E-4,NaN,-1.065200E-5,NaN
1.399570E+2,-3.236328E-4,NaN,-1.082000E-5,NaN
1.408280E+2,-3.255338E-4,NaN,-1.077800E-5,NaN
1.417000E+2,-3.270442E-4,NaN,-1.091400E-5,NaN
1.425710E+2,-3.283441E-4,NaN,-1.087200E-5,NaN
1.434440E+2,-3.293423E-4,NaN,-1.092400E-5,NaN
1.443150E+2,-3.303601E-4,NaN,-1.113300E-5,NaN
1.451860E+2,-3.309286E-4,NaN,-1.096600E-5,NaN
1.460580E+2,-3.318987E-4,NaN,-1.087200E-5,NaN
1.469290E+2,-3.327732E-4,NaN,-1.085100E-5,NaN
1.478010E+2,-3.331747E-4,NaN,-1.065200E-5,NaN
1.486730E+2,-3.339125E-4,NaN,-1.057900E-5,NaN
1.495440E+2,-3.344333E-4,NaN,-1.094500E-5,NaN
1.504150E+2,-3.347458E-4,NaN,-1.064200E-5,NaN
1.512870E+2,-3.352037E-4,NaN,-1.095500E-5,NaN
