Time,Outer_Coil_Voltage,Outer_Coil_STDV,Inner_Coil_Voltage,Inner_Coil_STDV
4.219100E+1,1.081415E+0,NaN,-8.560000E-7,NaN
4.306200E+1,1.105869E+0,NaN,-1.525000E-6,NaN
4.393300E+1,1.130307E+0,NaN,-1.107000E-6,NaN
4.480400E+1,1.154724E+0,NaN,-1.901000E-6,NaN
4.567500E+1,1.179121E+0,NaN,-1.368000E-6,NaN
4.654600E+1,1.204884E+0,NaN,-1.525000E-6,NaN
4.746400E+1,1.229245E+0,NaN,-1.086000E-6,NaN
4.833500E+1,1.253588E+0,NaN,-1.504000E-6,NaN
4.920600E+1,1.277902E+0,NaN,-1.410000E-6,NaN
5.007700E+1,1.302186E+0,NaN,-1.368000E-6,NaN
5.094900E+1,1.326442E+0,NaN,-1.473000E-6,NaN
5.182000E+1,1.350668E+0,NaN,-6.580000E-7,NaN
5.269200E+1,1.374861E+0,NaN,-1.577000E-6,NaN
5.356300E+1,1.399001E+0,NaN,-1.170000E-6,NaN
5.443400E+1,1.423099E+0,NaN,-1.253000E-6,NaN
5.530500E+1,1.447125E+0,NaN,-1.023000E-6,NaN
5.617600E+1,1.456479E+0,NaN,-1.922000E-6,NaN
5.704700E+1,1.456490E+0,NaN,-2.486000E-6,NaN
5.791800E+1,1.456523E+0,NaN,-2.371000E-6,NaN
5.879000E+1,1.456523E+0,NaN,-2.266000E-6,NaN
5.966100E+1,1.456519E+0,NaN,-2.130000E-6,NaN
6.053300E+1,1.452481E+0,NaN,-3.499000E-6,NaN
6.140400E+1,1.425408E+0,NaN,-3.321000E-6,NaN
6.227500E+1,1.398554E+0,NaN,-3.540000E-6,NaN
6.314700E+1,1.371880E+0,NaN,-2.872000E-6,NaN
6.401800E+1,1.345332E+0,NaN,-3.467000E-6,NaN
6.488900E+1,1.318889E+0,NaN,-3.269000E-6,NaN
6.576100E+1,1.292522E+0,NaN,-3.499000E-6,NaN
6.663200E+1,1.266215E+0,NaN,-3.342000E-6,NaN
6.750300E+1,1.239965E+0,NaN,-3.384000E-6,NaN
6.837600E+1,1.213758E+0,NaN,-3.582000E-6,NaN
6.924700E+1,1.187595E+0,NaN,-3.175000E-6,NaN
7.011800E+1,1.161478E+0,NaN,-3.342000E-6,NaN
7.099000E+1,1.135384E+0,NaN,-3.332000E-6,NaN
7.186100E+1,1.109321E+0,NaN,-3.624000E-6,NaN
7.273300E+1,1.083285E+0,NaN,-3.206000E-6,NaN
7.360400E+1,1.057284E+0,NaN,-3.384000E-6,NaN
7.447500E+1,1.031303E+0,NaN,-8.564000E-6,NaN
7.534700E+1,1.005353E+0,NaN,-1.854990E-4,NaN
7.621800E+1,9.779541E-1,NaN,-8.186700E-5,NaN
7.713600E+1,9.520220E-1,NaN,-2.113800E-5,NaN
7.800800E+1,9.261117E-1,NaN,4.386000E-6,NaN
7.887900E+1,9.002248E-1,NaN,1.232300E-5,NaN
7.975000E+1,8.743548E-1,NaN,7.561000E-6,NaN
8.062100E+1,8.484926E-1,NaN,-3.697000E-6,NaN
8.149200E+1,8.226474E-1,NaN,-7.018000E-6,NaN
8.236300E+1,7.968008E-1,NaN,-9.378000E-6,NaN
8.323500E+1,7.709712E-1,NaN,-9.096000E-6,NaN
8.410600E+1,7.451579E-1,NaN,-6.465000E-6,NaN
8.497700E+1,7.193546E-1,NaN,-4.814000E-6,NaN
8.585000E+1,6.935545E-1,NaN,-1.817000E-6,NaN
8.672100E+1,6.677694E-1,NaN,-6.060000E-7,NaN
8.759300E+1,6.419902E-1,NaN,2.882000E-6,NaN
8.846400E+1,6.162309E-1,NaN,2.465000E-6,NaN
8.933500E+1,5.904765E-1,NaN,2.506000E-6,NaN
9.020600E+1,5.647419E-1,NaN,3.875000E-6,NaN
9.107700E+1,5.390144E-1,NaN,5.452000E-6,NaN
9.194800E+1,5.132914E-1,NaN,6.914000E-6,NaN
9.282000E+1,4.875820E-1,NaN,8.679000E-6,NaN
9.369100E+1,4.618753E-1,NaN,1.012000E-5,NaN
9.456200E+1,4.361818E-1,NaN,9.963000E-6,NaN
9.543300E+1,4.104964E-1,NaN,1.311700E-5,NaN
9.630400E+1,3.848246E-1,NaN,1.193700E-5,NaN
9.717500E+1,3.591620E-1,NaN,1.378600E-5,NaN
9.804600E+1,3.335085E-1,NaN,1.404700E-5,NaN
9.891700E+1,3.078632E-1,NaN,1.420300E-5,NaN
9.978800E+1,2.822211E-1,NaN,1.556100E-5,NaN
1.006590E+2,2.565922E-1,NaN,1.519500E-5,NaN
1.015300E+2,2.309788E-1,NaN,1.490300E-5,NaN
1.024020E+2,2.053661E-1,NaN,1.531000E-5,NaN
1.032740E+2,1.797656E-1,NaN,1.575900E-5,NaN
1.041450E+2,1.541751E-1,NaN,1.628200E-5,NaN
1.050160E+2,1.285928E-1,NaN,1.634400E-5,NaN
1.058870E+2,1.030135E-1,NaN,1.625000E-5,NaN
1.067590E+2,5.598648E-2,NaN,9.608000E-6,NaN
1.076950E+2,3.620093E-2,NaN,1.173900E-5,NaN
1.085670E+2,1.755832E-2,NaN,1.255300E-5,NaN
1.094380E+2,-2.555657E-4,NaN,-4.345000E-6,NaN
1.103760E+2,-2.689291E-4,NaN,-3.885000E-6,NaN
1.112470E+2,-3.055776E-4,NaN,-3.488000E-6,NaN
1.121190E+2,-3.121986E-4,NaN,-3.613000E-6,NaN
1.129900E+2,-3.166039E-4,NaN,-3.112000E-6,NaN
1.138610E+2,-3.201997E-4,NaN,-2.684000E-6,NaN
1.147320E+2,-3.227105E-4,NaN,-2.538000E-6,NaN
1.156040E+2,-3.249023E-4,NaN,-2.339000E-6,NaN
1.164750E+2,-3.265754E-4,NaN,-2.444000E-6,NaN
1.173460E+2,-3.281249E-4,NaN,-2.705000E-6,NaN
