Time,Outer_Coil_Voltage,Outer_Coil_STDV,Inner_Coil_Voltage,Inner_Coil_STDV
5.417700E+1,1.399801E+0,NaN,-3.030000E-7,NaN
5.504800E+1,1.423939E+0,NaN,-9.400000E-7,NaN
5.592000E+1,1.448007E+0,NaN,-9.211000E-6,NaN
5.679200E+1,1.456139E+0,NaN,-9.702000E-6,NaN
5.766300E+1,1.456084E+0,NaN,-9.650000E-6,NaN
5.853500E+1,1.456072E+0,NaN,-9.859000E-6,NaN
5.940600E+1,1.456060E+0,NaN,-9.963000E-6,NaN
6.027700E+1,1.456066E+0,NaN,-1.003600E-5,NaN
6.114900E+1,1.456063E+0,NaN,-9.650000E-6,NaN
6.202000E+1,1.456071E+0,NaN,-9.786000E-6,NaN
6.289100E+1,1.456063E+0,NaN,-9.765000E-6,NaN
6.376200E+1,1.456025E+0,NaN,-9.963000E-6,NaN
6.463400E+1,1.455980E+0,NaN,-9.337000E-6,NaN
6.550500E+1,1.456037E+0,NaN,-9.754000E-6,NaN
6.637600E+1,1.456030E+0,NaN,-8.783000E-6,NaN
6.724700E+1,1.446081E+0,NaN,-1.360000E-7,NaN
6.811900E+1,1.419249E+0,NaN,-7.478000E-6,NaN
6.899000E+1,1.392632E+0,NaN,-1.119600E-5,NaN
6.986100E+1,1.366151E+0,NaN,-1.252200E-5,NaN
7.073200E+1,1.339769E+0,NaN,-1.300200E-5,NaN
7.160300E+1,1.313474E+0,NaN,-1.303400E-5,NaN
7.247400E+1,1.287232E+0,NaN,-1.238600E-5,NaN
7.334700E+1,1.261049E+0,NaN,-1.159200E-5,NaN
7.421800E+1,1.234923E+0,NaN,-1.042300E-5,NaN
7.508900E+1,1.208817E+0,NaN,-9.347000E-6,NaN
7.596000E+1,1.182762E+0,NaN,-8.073000E-6,NaN
7.683100E+1,1.156730E+0,NaN,-6.872000E-6,NaN
7.770300E+1,1.130734E+0,NaN,-5.681000E-6,NaN
7.857400E+1,1.104760E+0,NaN,-4.303000E-6,NaN
7.944500E+1,1.078808E+0,NaN,-3.154000E-6,NaN
8.031700E+1,1.052876E+0,NaN,-1.713000E-6,NaN
8.118800E+1,1.026970E+0,NaN,-7.300000E-8,NaN
8.206000E+1,9.954920E-1,NaN,1.285000E-6,NaN
8.311700E+1,9.696199E-1,NaN,2.444000E-6,NaN
8.398900E+1,9.437694E-1,NaN,3.415000E-6,NaN
8.486000E+1,9.179306E-1,NaN,3.937000E-6,NaN
8.573100E+1,8.921041E-1,NaN,4.543000E-6,NaN
8.660200E+1,8.662960E-1,NaN,4.752000E-6,NaN
8.747300E+1,8.405054E-1,NaN,5.942000E-6,NaN
8.834500E+1,8.147185E-1,NaN,6.109000E-6,NaN
8.921600E+1,7.889493E-1,NaN,5.744000E-6,NaN
9.008700E+1,7.631869E-1,NaN,5.744000E-6,NaN
9.096000E+1,7.374293E-1,NaN,5.243000E-6,NaN
9.183100E+1,7.116815E-1,NaN,6.120000E-6,NaN
9.270300E+1,6.859402E-1,NaN,5.117000E-6,NaN
9.357400E+1,6.602306E-1,NaN,5.650000E-6,NaN
9.444500E+1,6.345171E-1,NaN,4.731000E-6,NaN
9.531600E+1,6.088203E-1,NaN,5.911000E-6,NaN
9.618700E+1,5.831335E-1,NaN,5.608000E-6,NaN
9.705800E+1,5.574505E-1,NaN,5.170000E-6,NaN
9.793000E+1,5.317800E-1,NaN,3.582000E-6,NaN
9.880100E+1,5.061230E-1,NaN,5.055000E-6,NaN
9.967200E+1,4.804791E-1,NaN,4.982000E-6,NaN
1.005430E+2,4.548448E-1,NaN,2.300000E-7,NaN
1.014150E+2,4.292149E-1,NaN,1.995000E-6,NaN
1.022860E+2,4.035928E-1,NaN,2.976000E-6,NaN
1.031570E+2,3.779723E-1,NaN,2.726000E-6,NaN
1.040280E+2,3.523614E-1,NaN,5.608000E-6,NaN
1.048990E+2,3.267547E-1,NaN,4.752000E-6,NaN
1.057700E+2,3.011589E-1,NaN,4.637000E-6,NaN
1.066410E+2,2.755661E-1,NaN,-6.245000E-6,NaN
1.075130E+2,2.499837E-1,NaN,1.619000E-6,NaN
1.083850E+2,2.244126E-1,NaN,3.130000E-7,NaN
1.092560E+2,1.988427E-1,NaN,7.940000E-7,NaN
1.101270E+2,1.732840E-1,NaN,-3.436000E-6,NaN
1.109990E+2,1.477226E-1,NaN,1.546000E-6,NaN
1.118700E+2,1.221812E-1,NaN,6.068000E-6,NaN
1.127410E+2,7.030030E-2,NaN,-8.400000E-8,NaN
1.136780E+2,5.023974E-2,NaN,1.034000E-6,NaN
1.145490E+2,3.161500E-2,NaN,-8.230000E-6,NaN
1.154210E+2,1.300087E-2,NaN,-4.180000E-7,NaN
1.162920E+2,-2.240429E-4,NaN,-1.084000E-5,NaN
1.172300E+2,-2.844822E-4,NaN,-9.984000E-6,NaN
1.181020E+2,-3.056905E-4,NaN,-1.060000E-5,NaN
1.189730E+2,-3.116995E-4,NaN,-1.021400E-5,NaN
1.198450E+2,-3.158205E-4,NaN,-1.049600E-5,NaN
1.207160E+2,-3.189888E-4,NaN,-9.942000E-6,NaN
1.215870E+2,-3.213434E-4,NaN,-1.025600E-5,NaN
1.224580E+2,-3.233246E-4,NaN,-1.042300E-5,NaN
1.233300E+2,-3.251692E-4,NaN,-1.018200E-5,NaN
1.242010E+2,-3.265689E-4,NaN,-1.036000E-5,NaN
1.250730E+2,-3.282768E-4,NaN,-1.007800E-5,NaN
1.259450E+2,-3.290993E-4,NaN,-1.051700E-5,NaN
1.268160E+2,-3.297525E-4,NaN,-1.043300E-5,NaN
1.276880E+2,-3.309178E-4,NaN,-1.025600E-5,NaN
1.285590E+2,-3.317923E-4,NaN,-1.050600E-5,NaN
1.294310E+2,-3.324455E-4,NaN,-1.028700E-5,NaN
1.303020E+2,-3.328405E-4,NaN,-1.055800E-5,NaN
1.311740E+2,-3.335675E-4,NaN,-1.031800E-5,NaN
1.320450E+2,-3.340362E-4,NaN,-1.004700E-5,NaN
1.329160E+2,-3.347741E-4,NaN,-1.032900E-5,NaN
