Time,Outer_Coil_Voltage,Resistance
5.690600E+1,1.425595E+0,5.617098E+0
5.777700E+1,1.448158E+0,5.618495E+0
5.864900E+1,1.448426E+0,5.618967E+0
5.952000E+1,1.448202E+0,5.618432E+0
6.039100E+1,1.448012E+0,5.618337E+0
6.126200E+1,1.447829E+0,5.618453E+0
6.213300E+1,1.447685E+0,5.618117E+0
6.300400E+1,1.447531E+0,5.618295E+0
6.387500E+1,1.447343E+0,5.618390E+0
6.474600E+1,1.447186E+0,5.618526E+0
6.561700E+1,1.447008E+0,5.618463E+0
6.648800E+1,1.446848E+0,5.618390E+0
6.735900E+1,1.446733E+0,5.618474E+0
6.823000E+1,1.446538E+0,5.618085E+0
6.910100E+1,1.446379E+0,5.618694E+0
6.997100E+1,1.446214E+0,5.618159E+0
7.084200E+1,1.446080E+0,5.618159E+0
7.171300E+1,1.445926E+0,5.618180E+0
7.258300E+1,1.445784E+0,5.618306E+0
7.345400E+1,1.445608E+0,5.618180E+0
7.432500E+1,1.445489E+0,5.618190E+0
7.519500E+1,1.445378E+0,5.618463E+0
7.606700E+1,1.445177E+0,5.618022E+0
7.693800E+1,1.445131E+0,5.618306E+0
7.780800E+1,1.445006E+0,5.618295E+0
7.867900E+1,1.444840E+0,5.618169E+0
7.955000E+1,1.444654E+0,5.618558E+0
8.042000E+1,1.444528E+0,5.618337E+0
8.129100E+1,1.444377E+0,5.618085E+0
8.216200E+1,1.444227E+0,5.618516E+0
8.303300E+1,1.443941E+0,5.618306E+0
8.390400E+1,1.443827E+0,5.618085E+0
8.477500E+1,1.443647E+0,5.618400E+0
8.564600E+1,1.443392E+0,5.618222E+0
8.651600E+1,1.443231E+0,5.618148E+0
8.738700E+1,1.443134E+0,5.618243E+0
8.825800E+1,1.442959E+0,5.618285E+0
8.912900E+1,1.442729E+0,5.617581E+0
9.000000E+1,1.442589E+0,5.617707E+0
9.087100E+1,1.442388E+0,5.617717E+0
9.174200E+1,1.442219E+0,5.617497E+0
9.261300E+1,1.442042E+0,5.617297E+0
9.348500E+1,1.441964E+0,5.617444E+0
9.435600E+1,1.441933E+0,5.616940E+0
9.522700E+1,1.441779E+0,5.616982E+0
9.609700E+1,1.441645E+0,5.617045E+0
9.696800E+1,1.441486E+0,5.616573E+0
9.783900E+1,1.441310E+0,5.616457E+0
9.871000E+1,1.441105E+0,5.615995E+0
9.958000E+1,1.440963E+0,5.615670E+0
1.004510E+2,1.440784E+0,5.615512E+0
1.013220E+2,1.439911E+0,5.613328E+0
1.021920E+2,1.414499E+0,5.608381E+0
1.030630E+2,1.388129E+0,5.603330E+0
1.039330E+2,1.361909E+0,5.597659E+0
1.048040E+2,1.335795E+0,5.590223E+0
1.056750E+2,1.309784E+0,5.583344E+0
1.065450E+2,1.283833E+0,5.575226E+0
1.074160E+2,1.257963E+0,5.565113E+0
1.082870E+2,1.232147E+0,5.554327E+0
1.091580E+2,1.206367E+0,5.543437E+0
1.100290E+2,1.180634E+0,5.529648E+0
1.109010E+2,1.154954E+0,5.515229E+0
1.117710E+2,1.129305E+0,5.498257E+0
1.126420E+2,1.103687E+0,5.479763E+0
1.135130E+2,1.078102E+0,5.458822E+0
1.143840E+2,1.052541E+0,5.434122E+0
1.152550E+2,1.027008E+0,5.409053E+0
1.161260E+2,9.953914E-1,5.371477E+0
1.172040E+2,9.699243E-1,5.336863E+0
1.180740E+2,9.444719E-1,5.298247E+0
1.189460E+2,9.190335E-1,5.255714E+0
1.198160E+2,8.936240E-1,5.231349E+0
1.206870E+2,8.682095E-1,5.192093E+0
1.215580E+2,8.428210E-1,5.138638E+0
1.224290E+2,8.174359E-1,5.070889E+0
1.233000E+2,7.920685E-1,4.991988E+0
1.241710E+2,7.667110E-1,4.902406E+0
1.250420E+2,7.413668E-1,4.801209E+0
1.259130E+2,7.160338E-1,4.684994E+0
1.267840E+2,6.907068E-1,4.550621E+0
1.276550E+2,6.653864E-1,4.394330E+0
1.285270E+2,6.400777E-1,4.187627E+0
1.293980E+2,6.147845E-1,3.852708E+0
1.302690E+2,5.894935E-1,3.332535E+0
1.311390E+2,5.642132E-1,2.665049E+0
1.320100E+2,5.389413E-1,2.063367E+0
1.328810E+2,5.136643E-1,1.718188E+0
1.337510E+2,4.884003E-1,1.576275E+0
1.346220E+2,4.631401E-1,1.518472E+0
1.354930E+2,4.378864E-1,1.492238E+0
1.363630E+2,4.126331E-1,1.474637E+0
1.372340E+2,3.873900E-1,1.463315E+0
1.381040E+2,3.621443E-1,1.454515E+0
1.389750E+2,3.369049E-1,1.444832E+0
1.398460E+2,3.116636E-1,1.436556E+0
1.407160E+2,2.864257E-1,1.430549E+0
1.415870E+2,2.611855E-1,1.423156E+0
1.424580E+2,2.359492E-1,1.416340E+0
1.433290E+2,2.107147E-1,1.411772E+0
1.441990E+2,1.854744E-1,1.405985E+0
1.450700E+2,1.602322E-1,1.401795E+0
1.459430E+2,1.349998E-1,1.397730E+0
1.468140E+2,1.097621E-1,1.395441E+0
1.476840E+2,6.139672E-2,1.392648E+0
1.486210E+2,4.172659E-2,1.392374E+0
1.494910E+2,2.328927E-2,1.393141E+0
1.503620E+2,3.875043E-3,1.394107E+0
1.512790E+2,-2.434956E-4,1.393183E+0
1.521510E+2,-2.976286E-4,1.393309E+0
1.530220E+2,-3.063090E-4,1.387670E+0
1.538930E+2,-3.115063E-4,1.374710E+0
1.547640E+2,-3.156447E-4,1.366477E+0
1.556350E+2,-3.185092E-4,1.364565E+0
1.565060E+2,-3.209028E-4,1.362570E+0
1.573780E+2,-3.228190E-4,1.360795E+0
1.582490E+2,-3.248350E-4,1.358999E+0
