Time,Outer_Coil_Voltage,Resistance
5.712800E+1,1.437218E+0,5.643762E+0
5.799900E+1,1.449627E+0,5.644403E+0
5.886900E+1,1.449504E+0,5.644392E+0
5.974100E+1,1.449437E+0,5.644277E+0
6.061200E+1,1.449375E+0,5.643941E+0
6.148200E+1,1.449351E+0,5.644203E+0
6.235300E+1,1.449367E+0,5.644361E+0
6.322400E+1,1.449324E+0,5.644477E+0
6.409400E+1,1.449319E+0,5.644319E+0
6.496500E+1,1.449356E+0,5.644245E+0
6.583600E+1,1.448334E+0,5.643363E+0
6.670700E+1,1.422378E+0,5.642124E+0
6.757700E+1,1.395730E+0,5.639908E+0
6.844800E+1,1.369252E+0,5.638154E+0
6.931900E+1,1.342896E+0,5.635907E+0
7.019000E+1,1.316623E+0,5.633323E+0
7.106100E+1,1.290432E+0,5.630740E+0
7.193200E+1,1.264280E+0,5.628408E+0
7.280300E+1,1.238187E+0,5.624859E+0
7.367400E+1,1.212142E+0,5.621330E+0
7.454500E+1,1.186140E+0,5.618180E+0
7.541600E+1,1.160172E+0,5.613107E+0
7.628700E+1,1.134240E+0,5.608245E+0
7.715800E+1,1.108333E+0,5.603046E+0
7.802900E+1,1.082465E+0,5.596503E+0
7.890000E+1,1.056616E+0,5.589562E+0
7.977100E+1,1.030830E+0,5.581895E+0
8.064100E+1,1.005150E+0,5.572874E+0
8.151200E+1,9.780621E-1,5.561973E+0
8.242900E+1,9.524143E-1,5.550662E+0
8.330000E+1,9.268060E-1,5.537314E+0
8.417100E+1,9.011823E-1,5.526907E+0
8.504300E+1,8.754551E-1,5.518138E+0
8.591300E+1,8.497569E-1,5.505189E+0
8.678400E+1,8.240851E-1,5.487398E+0
8.765500E+1,7.984267E-1,5.464756E+0
8.852600E+1,7.727603E-1,5.438112E+0
8.939700E+1,7.471078E-1,5.407268E+0
9.026800E+1,7.214530E-1,5.371582E+0
9.113900E+1,6.958023E-1,5.328997E+0
9.200900E+1,6.701783E-1,5.278955E+0
9.288000E+1,6.445691E-1,5.219188E+0
9.375100E+1,6.189588E-1,5.147396E+0
9.462100E+1,5.933566E-1,5.063664E+0
9.549300E+1,5.677627E-1,4.963349E+0
9.636400E+1,5.421950E-1,4.839594E+0
9.723400E+1,5.166365E-1,4.680846E+0
9.810500E+1,4.910794E-1,4.459401E+0
9.897500E+1,4.655270E-1,4.111194E+0
9.984600E+1,4.399902E-1,3.566466E+0
1.007170E+2,4.144565E-1,2.846093E+0
1.015870E+2,3.889213E-1,2.178135E+0
1.024580E+2,3.633945E-1,1.795210E+0
1.033280E+2,3.378715E-1,1.632208E+0
1.041990E+2,3.123528E-1,1.564050E+0
1.050700E+2,2.868430E-1,1.531379E+0
1.059410E+2,2.613362E-1,1.512748E+0
1.068120E+2,2.358382E-1,1.501637E+0
1.076830E+2,2.103434E-1,1.493467E+0
1.085530E+2,1.848624E-1,1.486966E+0
1.094240E+2,1.593871E-1,1.483469E+0
1.102950E+2,1.339179E-1,1.480749E+0
1.111660E+2,1.084601E-1,1.481106E+0
1.120370E+2,6.012346E-2,1.482482E+0
1.129740E+2,4.035169E-2,1.485338E+0
1.138450E+2,2.180995E-2,1.489738E+0
1.147150E+2,2.291053E-3,1.492794E+0
1.156330E+2,-2.522953E-4,1.493456E+0
1.165040E+2,-3.027153E-4,1.493509E+0
1.173750E+2,-3.104234E-4,1.493876E+0
1.182460E+2,-3.152671E-4,1.494191E+0
1.191170E+2,-3.190691E-4,1.494307E+0
1.199880E+2,-3.220378E-4,1.494496E+0
