Time,Outer_Coil_Voltage,Resistance
9.773900E+1,4.235683E-1,8.075710E-1
9.861000E+1,3.993575E-1,8.024670E-1
9.948100E+1,3.751422E-1,7.997580E-1
1.003510E+2,3.509302E-1,7.979200E-1
1.012220E+2,3.267089E-1,7.952310E-1
1.020930E+2,3.024852E-1,7.931420E-1
1.029630E+2,2.782564E-1,7.916500E-1
1.038340E+2,2.540242E-1,7.884470E-1
1.047060E+2,2.297787E-1,7.863360E-1
1.055760E+2,2.055241E-1,7.858850E-1
1.064470E+2,1.812687E-1,7.845720E-1
1.073180E+2,1.570091E-1,7.811900E-1
1.081880E+2,1.327386E-1,7.804970E-1
1.090590E+2,1.084598E-1,7.802350E-1
1.099300E+2,6.173125E-2,7.783860E-1
1.108660E+2,4.266546E-2,7.799720E-1
1.117370E+2,2.470327E-2,7.793730E-1
1.126080E+2,5.777706E-3,7.790580E-1
1.135250E+2,-2.383959E-4,7.809700E-1
1.143960E+2,-2.955496E-4,7.794990E-1
1.152670E+2,-3.052261E-4,7.800980E-1
1.161380E+2,-3.105905E-4,7.815260E-1
1.170080E+2,-3.146074E-4,7.804660E-1
1.178790E+2,-3.174307E-4,7.800460E-1
1.187500E+2,-3.199393E-4,7.828390E-1
1.196210E+2,-3.218967E-4,7.818100E-1
1.204920E+2,-3.235959E-4,7.815680E-1
1.213630E+2,-3.249370E-4,7.833540E-1
1.222350E+2,-3.262065E-4,7.817050E-1
1.231060E+2,-3.273111E-4,7.820720E-1
1.239770E+2,-3.281726E-4,7.835640E-1
1.248480E+2,-3.290602E-4,7.814840E-1
1.257190E+2,-3.297286E-4,7.809070E-1
