Time,Outer_Coil_Voltage,Resistance
7.068900E+1,1.206373E+0,1.383962E+0
7.156000E+1,1.181026E+0,1.365552E+0
7.243100E+1,1.155775E+0,1.357592E+0
7.330200E+1,1.130612E+0,1.351490E+0
7.417300E+1,1.105540E+0,1.345053E+0
7.504400E+1,1.080538E+0,1.338867E+0
7.591500E+1,1.055603E+0,1.331536E+0
7.678600E+1,1.030725E+0,1.321644E+0
7.765800E+1,1.005910E+0,1.310154E+0
7.852900E+1,9.797667E-1,1.293708E+0
7.944600E+1,9.550633E-1,1.269407E+0
8.031700E+1,9.304098E-1,1.237019E+0
8.118700E+1,9.057963E-1,1.190537E+0
8.205800E+1,8.812209E-1,1.129804E+0
8.292800E+1,8.566812E-1,1.065343E+0
8.379900E+1,8.321710E-1,1.003360E+0
8.466900E+1,8.076943E-1,9.525300E-1
8.554000E+1,7.832399E-1,9.190080E-1
8.641100E+1,7.588029E-1,8.927420E-1
8.728100E+1,7.343855E-1,8.746260E-1
8.815200E+1,7.099872E-1,8.639980E-1
8.902300E+1,6.856038E-1,8.537490E-1
8.989400E+1,6.612297E-1,8.439400E-1
9.076500E+1,6.368656E-1,8.369870E-1
9.163500E+1,6.125097E-1,8.338580E-1
9.250700E+1,5.881702E-1,8.275570E-1
9.337800E+1,5.638338E-1,8.234820E-1
9.424900E+1,5.395000E-1,8.195120E-1
9.512000E+1,5.151707E-1,8.170970E-1
9.599100E+1,4.908522E-1,8.171700E-1
9.686200E+1,4.665307E-1,8.135050E-1
9.773200E+1,4.422162E-1,8.060800E-1
9.860300E+1,4.178945E-1,8.015120E-1
9.947400E+1,3.935767E-1,7.975730E-1
1.003440E+2,3.692602E-1,7.949790E-1
1.012150E+2,3.449429E-1,7.925530E-1
1.020850E+2,3.206166E-1,7.912510E-1
1.029560E+2,2.962898E-1,7.890770E-1
1.038260E+2,2.719560E-1,7.867770E-1
1.046970E+2,2.476142E-1,7.843510E-1
1.055680E+2,2.232703E-1,7.841200E-1
1.064390E+2,1.989171E-1,7.809280E-1
1.073090E+2,1.745683E-1,7.770530E-1
1.081800E+2,1.502083E-1,7.764640E-1
1.090500E+2,1.258386E-1,7.755510E-1
1.099220E+2,7.130431E-2,7.768740E-1
1.110180E+2,5.200430E-2,7.754980E-1
1.118890E+2,3.399563E-2,7.763590E-1
1.127590E+2,1.598391E-2,7.778300E-1
1.136300E+2,-2.372024E-4,7.758970E-1
1.145680E+2,-2.677486E-4,7.777560E-1
1.154390E+2,-3.014718E-4,7.761180E-1
1.163090E+2,-3.077195E-4,7.748890E-1
1.171800E+2,-3.124807E-4,7.772100E-1
