Time,Outer_Coil_Voltage,Resistance
9.159400E+1,1.146390E+0,2.339120E+0
9.246400E+1,1.121591E+0,2.005270E+0
9.333500E+1,1.096881E+0,1.744170E+0
9.420700E+1,1.072243E+0,1.568283E+0
9.507800E+1,1.047660E+0,1.460858E+0
9.594800E+1,1.023142E+0,1.405124E+0
9.681900E+1,9.956188E-1,1.376632E+0
9.779700E+1,9.712115E-1,1.364838E+0
9.866700E+1,9.468656E-1,1.359031E+0
9.953800E+1,9.225369E-1,1.355838E+0
1.004090E+2,8.982557E-1,1.351165E+0
1.012790E+2,8.740093E-1,1.346659E+0
1.021500E+2,8.497992E-1,1.341618E+0
1.030210E+2,8.256153E-1,1.334351E+0
1.038910E+2,8.014612E-1,1.327273E+0
1.047620E+2,7.773288E-1,1.316130E+0
1.056330E+2,7.532201E-1,1.299043E+0
1.065030E+2,7.291315E-1,1.272904E+0
1.073740E+2,7.050527E-1,1.234782E+0
1.082440E+2,6.809937E-1,1.177315E+0
1.091150E+2,6.569373E-1,1.109356E+0
1.099860E+2,6.328999E-1,1.039088E+0
1.108560E+2,6.088686E-1,9.735450E-1
1.117280E+2,5.848367E-1,9.258240E-1
1.125990E+2,5.608057E-1,8.944960E-1
1.134690E+2,5.367851E-1,8.722530E-1
1.143400E+2,5.127665E-1,8.570880E-1
1.152110E+2,4.887455E-1,8.461980E-1
1.160820E+2,4.647216E-1,8.362000E-1
1.169530E+2,4.406946E-1,8.292160E-1
1.178240E+2,4.166674E-1,8.252670E-1
1.186950E+2,3.926365E-1,8.194490E-1
1.195660E+2,3.686029E-1,8.152060E-1
1.204370E+2,3.445719E-1,8.117830E-1
1.213080E+2,3.205267E-1,8.076970E-1
1.221780E+2,2.964782E-1,8.044310E-1
1.230490E+2,2.724260E-1,8.030970E-1
1.239200E+2,2.483657E-1,8.012810E-1
1.247910E+2,2.243072E-1,8.001780E-1
1.256610E+2,2.002349E-1,7.965760E-1
1.265320E+2,1.761561E-1,7.961030E-1
1.274030E+2,1.520655E-1,7.950530E-1
1.282730E+2,1.279728E-1,7.941290E-1
1.291440E+2,1.038775E-1,7.928900E-1
1.300150E+2,5.849132E-2,7.932680E-1
1.309520E+2,3.960230E-2,7.928370E-1
1.318220E+2,2.174512E-2,7.935090E-1
1.326930E+2,2.930106E-3,7.928790E-1
1.336110E+2,-2.442790E-4,7.927740E-1
1.344810E+2,-2.965696E-4,7.937610E-1
1.353520E+2,-3.046532E-4,7.934460E-1
1.362230E+2,-3.097290E-4,7.934360E-1
1.370940E+2,-3.135006E-4,7.944020E-1
1.379650E+2,-3.164021E-4,7.939190E-1
1.388350E+2,-3.186416E-4,7.939710E-1
1.397060E+2,-3.207574E-4,7.947590E-1
1.405770E+2,-3.225738E-4,7.940760E-1
