Time,Outer_Coil_Voltage,Resistance
8.201000E+1,1.403559E+0,5.339961E+0
8.288200E+1,1.402930E+0,5.339856E+0
8.375200E+1,1.402301E+0,5.338638E+0
8.462300E+1,1.401680E+0,5.338480E+0
8.549400E+1,1.401063E+0,5.338995E+0
8.636400E+1,1.400368E+0,5.337829E+0
8.723500E+1,1.399728E+0,5.337346E+0
8.810500E+1,1.399099E+0,5.337608E+0
8.897600E+1,1.398438E+0,5.336180E+0
8.984700E+1,1.397775E+0,5.335739E+0
9.071800E+1,1.397117E+0,5.335613E+0
9.158800E+1,1.396382E+0,5.334794E+0
9.245900E+1,1.395736E+0,5.334122E+0
9.332900E+1,1.395067E+0,5.334531E+0
9.420000E+1,1.394225E+0,5.321656E+0
9.507100E+1,1.370191E+0,5.291988E+0
9.594100E+1,1.344234E+0,5.259579E+0
9.681200E+1,1.318459E+0,5.223630E+0
9.768300E+1,1.292835E+0,5.183397E+0
9.855400E+1,1.267341E+0,5.140854E+0
9.942500E+1,1.241965E+0,5.092503E+0
1.002970E+2,1.216675E+0,5.039299E+0
1.011680E+2,1.191493E+0,4.981959E+0
1.020400E+2,1.166376E+0,4.916993E+0
1.029110E+2,1.141342E+0,4.849214E+0
1.037820E+2,1.116382E+0,4.774145E+0
1.046530E+2,1.091483E+0,4.691883E+0
1.055240E+2,1.066639E+0,4.604055E+0
1.063950E+2,1.041849E+0,4.510325E+0
1.072660E+2,1.017106E+0,4.406765E+0
1.081360E+2,9.910417E-1,4.288943E+0
1.090540E+2,9.664069E-1,4.167579E+0
1.099240E+2,9.417940E-1,4.031683E+0
1.107950E+2,9.172308E-1,3.946229E+0
1.116660E+2,8.926607E-1,3.814124E+0
1.125370E+2,8.681274E-1,3.597479E+0
1.134080E+2,8.436239E-1,3.246649E+0
1.142790E+2,8.191440E-1,2.761689E+0
1.151490E+2,7.946922E-1,2.260324E+0
1.160200E+2,7.702603E-1,1.858967E+0
1.168910E+2,7.458446E-1,1.616676E+0
1.177630E+2,7.214460E-1,1.500492E+0
1.186340E+2,6.970714E-1,1.450125E+0
1.195050E+2,6.727123E-1,1.426485E+0
1.203760E+2,6.483586E-1,1.413231E+0
1.212470E+2,6.240012E-1,1.404515E+0
1.221170E+2,5.996588E-1,1.395073E+0
1.229880E+2,5.753229E-1,1.387701E+0
1.238590E+2,5.509948E-1,1.379888E+0
1.247290E+2,5.266617E-1,1.370761E+0
1.256000E+2,5.023318E-1,1.363946E+0
1.264700E+2,4.780071E-1,1.355166E+0
1.273410E+2,4.536760E-1,1.344695E+0
1.282120E+2,4.293390E-1,1.336262E+0
1.290820E+2,4.049975E-1,1.323208E+0
1.299530E+2,3.806605E-1,1.302005E+0
1.308240E+2,3.563130E-1,1.265899E+0
1.316950E+2,3.319664E-1,1.183427E+0
1.325650E+2,3.076071E-1,1.067264E+0
1.334360E+2,2.832524E-1,9.755930E-1
1.343070E+2,2.588910E-1,9.189030E-1
1.351780E+2,2.345280E-1,8.887310E-1
1.360490E+2,2.101516E-1,8.733660E-1
1.369200E+2,1.857682E-1,8.686190E-1
1.377910E+2,1.613753E-1,8.660150E-1
1.386610E+2,1.369799E-1,8.638930E-1
1.395320E+2,1.125713E-1,8.606270E-1
1.404030E+2,6.461532E-2,8.542420E-1
1.413390E+2,4.542450E-2,8.537380E-1
1.422100E+2,2.741457E-2,8.569620E-1
1.430810E+2,6.771585E-3,8.614250E-1
